"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 11","14750","RM 0912201","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 16","2717.2","RM 0915258","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 12","123.85","RM 0909113","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 27","88.45","RM 0913217","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 15","3.55","RM 0804010","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 17","0.71","RM 0909116","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","RM 48","0.177","RM 0913209","13"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","Err:512","Err:512","Err:512","Err:512"
"007/2010-11","4/21/2010","TT-501","FG-007","DD 1004036","0.867","Err:512","Err:512","Err:512","Err:512"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 11","5188","RM 0911168","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 16","780","RM 0911170","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 12","42.3","RM 0909113","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 27","30.2","RM 0913217","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 15","1.208","RM 0804010","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 17","0.242","RM 0909116","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","RM 48","0.06","RM 0913209","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","FH 51","1888","Err:512","6"
"002/2010-11","4/8/2010","TT-501","FG-002","DD 1004018","0.867","Err:512","Err:512","Err:512","Err:512"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","RM 7","71.7","RM 0913211","36"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","RM 10","24","RM 0910156","36"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","RM 68","1","RM 0910152","36"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","RM 101","3.3","RM 0815281","36"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","MR 64","6.81","M 0913326","36"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","Err:512","Err:512","Err:512","Err:512"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","Err:512","Err:512","Err:512","Err:512"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","Err:512","Err:512","Err:512","Err:512"
"016/2010-11","5/15/2010","LAB BLEND","FG-016","DD 1005074","0.844","Err:512","Err:512","Err:512","Err:512"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","RM 334","49.8","Err:512","8"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","RM 314","2.75","Err:512","8"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","RM 39","5.5","Err:512","8"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","NY 406","6.15","S 0915401","8"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","Err:512","Err:512","Err:512","Err:512"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","Err:512","Err:512","Err:512","Err:512"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","Err:512","Err:512","Err:512","Err:512"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","Err:512","Err:512","Err:512","Err:512"
"003/2010-11","4/15/2010","LAB BLEND","FG-003","YY 1004026","1.083","Err:512","Err:512","Err:512","Err:512"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 11","1160","RM 0911177","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 12","400","RM 0904006","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 16","408","RM 0915258","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 12","10","RM 0909113","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 27","20","RM 0913217","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 15","1","RM 0804010","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","RM 61","1","RM 0811186","11"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","FH 19","71.7","Err:512","Err:512"
"008/2010-11","4/22/2010","TT-502","FG-008","DD 1004033","0.877","Err:512","Err:512","Err:512","Err:512"
